ProvID,Name,Capital,Owner,Cores,Culture,Religion,devtax,devprod,devmanp,tradeg,area,region,segion,iscity,inhre,ExtraCost,HasFort
725,Cicigar,Cicigar,KRC,KRC,chahar,tengri,4,4,2,naval_supplies,heilongjiang,manchuria,central_europe,yes,no,0,no
726,Shenyang,Shenyang,MNG,MNG,manchu,confucianism,5,5,2,grain,liaoning,manchuria,central_europe,yes,no,0,yes
727,Aigun,Aigun,MHX,MHX,manchu,tengri,3,3,3,fur,central_heilongjiang,manchuria,central_europe,yes,no,0,no
728,Tuwan,Tuwan,MHX,MHX,manchu,tengri,1,2,2,wool,central_heilongjiang,manchuria,central_europe,yes,no,0,no
729,Bohori,Bohori,MYR,MYR,manchu,tengri,2,2,2,fish,central_jilin,manchuria,central_europe,yes,no,0,no
730,Girin,Girin,MHX,MHX,manchu,confucianism,5,5,5,grain,jilin,manchuria,central_europe,yes,no,15,no
731,Ilan Hala,Ilan Hala ,MJZ,MJZ,manchu,tengri,3,3,2,naval_supplies,central_jilin,manchuria,central_europe,yes,no,0,no
732,Hamheung,Hamgyeong,KOR,KOR,korean,confucianism,1,1,2,fish,hamgyeong,korea,far_east,yes,no,0,no
733,Hwangju,Hwangju,KOR,KOR,korean,confucianism,2,2,2,fish,western_korea,korea,far_east,yes,no,0,no
734,Wonju,Wonju,KOR,KOR,korean,confucianism,1,1,2,chinaware,eastern_korea,korea,far_east,yes,no,0,no
735,Hanseong,Hanseong,KOR,KOR,korean,confucianism,4,4,2,grain,western_korea,korea,far_east,yes,no,0,yes
736,Sangju,Sangju,KOR,KOR,korean,confucianism,4,3,2,cotton,eastern_korea,korea,far_east,yes,no,0,no
737,Jeonju,Jeonju,KOR,KOR,korean,confucianism,4,4,2,chinaware,south_korea,korea,far_east,yes,no,0,no
738,Sakam,Sakam,XXX,none,polynesian,animism,4,4,2,unknown,taiwan,south_china,china,no,no,0,no
739,Kashgar,Kashgar,KAS,KAS,uyghur,sunni,2,2,2,wool,kashgaria,central_asia,central_europe,yes,no,10,yes
740,Chanderi,Chanderi,MLW,MLW,malvi,hinduism,3,2,1,cloth,malwa,west_india,india,yes,no,0,no
741,Cumana,Cumana,XXX,none,carib,animism,1,2,1,unknown,venezuela,colombia,south_america,no,no,0,no
742,Angostura,Angostura,XXX,none,carib,animism,2,1,1,unknown,upper_guyana,colombia,south_america,no,no,0,no
743,Essequibo,Essequibo,ARW,ARW,guajiro,animism,1,1,1,sugar,guyana,colombia,south_america,yes,no,0,no
744,Demerara,Demerara,XXX,none,guajiro,animism,1,1,1,unknown,guyana,colombia,south_america,no,no,0,no
745,Paramaribo,Paramaribo,XXX,none,guajiro,animism,1,1,1,unknown,suriname,colombia,south_america,no,no,0,no
746,Cayenne,Cayenne,XXX,none,guajiro,animism,1,1,1,unknown,suriname,colombia,south_america,no,no,0,no
747,Amapa,Amapa,XXX,none,guajiro,animism,1,2,1,unknown,amapa,brazil,south_america,no,no,0,no
748,Belem,Belém,TPA,TPA,tupinamba,animism,1,2,1,cocoa,grao_para,brazil,south_america,yes,no,0,no
749,Maranhao,Maranhao,XXX,none,ge,animism,3,3,1,unknown,maranhao,brazil,south_america,no,no,0,no
750,Crato,Crato,XXX,none,ge,animism,1,2,1,unknown,ceara,brazil,south_america,no,no,0,no
751,Ceara,Ceara,PTG,PTG,tupinamba,animism,2,3,1,sugar,ceara,brazil,south_america,yes,no,0,no
752,Oeiras,Oeiras,XXX,none,ge,animism,1,2,1,unknown,piaui,brazil,south_america,no,no,0,no
753,Rio Grande,Rio Grande ,XXX,none,tupinamba,animism,3,3,1,unknown,ceara,brazil,south_america,no,no,0,no
754,Paraiba,Filipeia,XXX,none,tupinamba,animism,2,4,1,unknown,pernambuco,brazil,south_america,no,no,0,no
755,Pernambuco,Olinda,XXX,none,tupinamba,animism,3,5,2,unknown,pernambuco,brazil,south_america,no,no,0,no
756,Bahia,Bahia,XXX,none,tupinamba,animism,3,5,2,unknown,bahia,brazil,south_america,no,no,10,no
757,Ilheus,Ilheus,TPQ,TPQ,tupinamba,animism,2,4,1,cocoa,bahia,brazil,south_america,yes,no,0,no
758,Goias,Goias,XXX,none,ge,animism,1,2,1,unknown,goias,brazil,south_america,no,no,0,no
759,Diamantina,Arraial do Tejuco ,XXX,none,ge,animism,2,3,1,unknown,diamantina,brazil,south_america,no,no,0,no
760,Porto Seguro,Porto Seguro ,XXX,none,ge,animism,2,4,1,unknown,bahia,brazil,south_america,no,no,0,no
761,Espirito Santo,Espirito Santo ,TUA,TUA,ge,animism,2,3,1,cocoa,rio_de_janeiro,brazil,south_america,yes,no,0,no
762,Sao Tome,Sao Tome ,XXX,none,tupinamba,animism,2,3,1,unknown,rio_de_janeiro,brazil,south_america,no,no,0,no
763,Rio de Janeiro,Rio de Janeiro ,XXX,none,tupinamba,animism,4,5,1,unknown,rio_de_janeiro,brazil,south_america,no,no,10,no
764,Santo Amaro,Santo Amaro ,XXX,none,tupinamba,animism,1,2,1,unknown,rio_de_janeiro,brazil,south_america,no,no,0,no
765,Minas Gerais,Sabará,XXX,none,ge,animism,2,3,1,unknown,minas_gerais,brazil,south_america,no,no,0,no
766,Sao Vicente,Sao Vicente ,XXX,none,tupinamba,animism,2,3,1,unknown,sao_paolo,brazil,south_america,no,no,0,no
767,Ortelsburg,Ortelsburg,PRU,PRU,prussian,catholic,2,2,2,naval_supplies,east_prussia,baltic,eastern_europe,yes,no,0,no
768,Guayra,Guayra,XXX,none,guarani,animism,1,1,1,unknown,west_sao_paolo,brazil,south_america,no,no,0,no
769,Curitiba,Curitiba,XXX,none,guarani,animism,2,3,1,unknown,sao_paolo,brazil,south_america,no,no,0,no
770,Braslaw,Braslaw,LIT,LIT,lithuanian,catholic,5,5,4,grain,lithuania,baltic,eastern_europe,yes,no,0,no
771,Vitebsk,Vitebsk,LIT,LIT&PLT,byelorussian,catholic,2,2,1,grain,white_ruthenia,ruthenia,eastern_europe,yes,no,0,no
772,Uruguay,Paysandu,XXX,none,charruan,animism,1,2,1,unknown,banda_oriental,la_plata,south_america,no,no,0,no
773,Banda Oriental,Fuerte San Miguel ,XXX,none,charruan,animism,1,1,1,unknown,banda_oriental,la_plata,south_america,no,no,0,no
774,Al-Junaynah,Al-Junaynahr,XXX,DAR,nubian,shamanism,1,1,1,unknown,darfur_central_sahara,sahel,africa,no,no,0,no
775,Asuncion,Asunción,XXX,none,guarani,animism,1,1,1,unknown,paraguay,upper_peru,south_america,no,no,10,no
776,Concepcion,Concepcion,XXX,none,guarani,animism,1,1,1,unknown,paraguay,upper_peru,south_america,no,no,0,no
777,Corrientes,Corrientes,XXX,none,guarani,animism,1,2,1,unknown,misiones,la_plata,south_america,no,no,0,no
778,Rio de la Plata,Rio de la Plata ,CUA,CUA,charruan,animism,4,1,2,grain,buenos_aires,la_plata,south_america,yes,no,10,no
779,Tandil,Tandil,XXX,none,het,animism,1,1,1,unknown,southern_pampas,la_plata,south_america,no,no,0,no
780,Candelaria,Candelaria,XXX,none,patagonian,animism,1,1,1,unknown,bahia_blanca,la_plata,south_america,no,no,0,no
781,Puerto Deseado,Puerto Desaedo ,XXX,none,patagonian,animism,1,1,1,unknown,patagonia,la_plata,south_america,no,no,0,no
782,Tierra del Fuego,Tierra del Fuego ,XXX,none,patagonian,animism,1,1,1,unknown,patagonia,la_plata,south_america,no,no,0,no
783,Kawesqar,Alacaluf,XXX,none,patagonian,animism,1,1,1,unknown,southern_chile,la_plata,south_america,no,no,0,no
784,Huillimapu,Huillimapu,MPC,MPC,mapuche,animism,1,1,1,fish,central_chile,la_plata,south_america,yes,no,0,no
785,Pehuenmapu,Pehuenmapu,XXX,none,mapuche,animism,1,1,1,unknown,nehuenken,la_plata,south_america,no,no,0,no
786,Carmen,Carmen,XXX,none,het,animism,1,1,1,unknown,bahia_blanca,la_plata,south_america,no,no,0,no
787,Picunmapu,Picunmapu,XXX,none,mapuche,animism,2,1,1,unknown,central_chile,la_plata,south_america,no,no,10,no
788,Angoche,Angoche,ZAN,ZAN,swahili,sunni,3,3,1,ivory,mozambique,east_africa,africa,yes,no,0,no
789,Mtetwa,Mtetwa,XXX,none,nguni,shamanism,1,1,1,unknown,limpopo,south_africa,africa,no,no,0,no
790,Chaco Austral,Chaco Austral ,XXX,none,chacoan,animism,1,1,1,unknown,chaco,upper_peru,south_america,no,no,0,no
791,Catamarca,Catamarca,XXX,none,diaguita,animism,2,2,1,unknown,tucuman,upper_peru,south_america,no,no,0,no
792,Copiapo,Copiapo,XXX,none,mapuche,animism,2,1,1,unknown,northern_chile,upper_peru,south_america,no,no,0,no
793,Iquique,Iquique,XXX,none,diaguita,animism,2,1,1,unknown,northern_chile,upper_peru,south_america,no,no,0,no
794,Jujuy,Jujuy,CCQ,CCQ,diaguita,inti,3,3,1,wool,jujuy,upper_peru,south_america,yes,no,0,no
795,Potosi,Potosí,CRA,CRA,aimara,inti,4,4,2,gold,potosi,upper_peru,south_america,yes,no,6,no
796,Arica,Arica,XXX,none,aimara,inti,2,2,1,unknown,northern_chile,upper_peru,south_america,no,no,0,no
797,Oruro,Caracara,PCJ,PCJ,aimara,inti,2,2,2,copper,potosi,upper_peru,south_america,yes,no,0,no
798,Mbwila,Nsoyo,KON,KON,mbundu,shamanism,2,2,1,grain,kongo,kongo,africa,yes,no,0,no
799,Chaco Boreal,Chaco Boreal ,XXX,none,chacoan,animism,1,1,1,unknown,paraguay,upper_peru,south_america,no,no,0,no
800,Chiquitos,Chiquitos,XXX,none,maipurean,animism,1,1,1,unknown,beni,upper_peru,south_america,no,no,0,no
801,Cochabamba,Caranga,XXX,none,guarani,animism,2,1,1,unknown,beni,upper_peru,south_america,no,no,0,no
802,Chuquiabo,Chuquiabo,CLA,CLA,aimara,inti,4,4,1,cloth,antisuyu,peru,south_america,yes,no,10,no
803,Moxos,Moxos,XXX,none,guarani,animism,1,1,1,unknown,moxos,upper_peru,south_america,no,no,0,no
804,Puno,Hatuncolla,CLA,CLA,aimara,inti,2,2,2,gold,antisuyu,peru,south_america,yes,no,0,no
805,Arequipa,Arequipa,XXX,none,aimara,inti,2,2,1,grain,peruan_coast,peru,south_america,no,no,0,no
806,Nazca,Nazca,XXX,none,inca,inti,1,1,1,fish,peruan_coast,peru,south_america,no,no,0,no
807,Abancay,Abancay,CSU,CSU,inca,inti,3,3,2,grain,kuntisuyu,peru,south_america,yes,no,0,no
808,Cuzco,Cuzco,CSU,CSU,inca,inti,6,6,2,gold,kuntisuyu,peru,south_america,yes,no,0,yes
809,Lima,Lima,ICM,ICM,inca,inti,3,2,1,cloth,huanuco,peru,south_america,yes,no,15,no
810,Huancavelica,Huancavelica,WKA,WKA,inca,inti,2,2,1,gold,huanuco,peru,south_america,yes,no,0,no
811,Jauja,Jauja,WKA,WKA,inca,inti,2,2,2,wool,huanuco,peru,south_america,yes,no,0,no
812,Chanchan,Chanchan,CHM,CHM,chimuan,inti,4,4,2,cocoa,chimor,peru,south_america,yes,no,0,yes
813,Cajamarca,Cajamarca,CJA,CJA,inca,inti,3,3,2,cocoa,cajamarca,peru,south_america,yes,no,0,no
814,Huanuco,Huanuco,HJA,HJA,inca,inti,2,2,1,grain,huanuco,peru,south_america,yes,no,0,no
815,Iquitos,Iquitos,XXX,none,jivaro,animism,1,1,1,unknown,iquitos,peru,south_america,no,no,0,no
816,Tumbes,Tumbes,CHM,CHM,chimuan,inti,2,2,1,grain,quito,peru,south_america,yes,no,0,yes
817,Canari,Surampalli,QTO,QTO,cara,inti,3,3,2,wool,quito,peru,south_america,yes,no,0,no
818,Canelos,Canelos,XXX,none,jivaro,animism,2,1,1,unknown,iquitos,peru,south_america,no,no,0,no
819,Guayaquil,Guayaquil,QTO,QTO,cara,inti,3,2,1,fish,quito,peru,south_america,yes,no,10,no
820,Quito,Quito,QTO,QTO,cara,inti,6,6,2,cloth,quito,peru,south_america,yes,no,0,no
821,Quijos,Baeza,XXX,none,jivaro,animism,1,1,1,unknown,iquitos,peru,south_america,no,no,0,no
822,Caqueta,Mocoa,XXX,none,jivaro,animism,1,1,1,unknown,popayan,colombia,south_america,no,no,0,no
823,Cauca,Cauca,XXX,none,guajiro,animism,2,2,1,unknown,popayan,colombia,south_america,no,no,0,no
824,Mariquita,Mariquita,XXX,none,guajiro,animism,2,2,1,unknown,bogota,colombia,south_america,no,no,0,no
825,Bogota,Bogotá,MCA,MCA,muisca,inti,6,6,2,cocoa,bogota,colombia,south_america,yes,no,0,no
826,Choco,Choco,XXX,none,guajiro,animism,1,1,1,unknown,panama,colombia,south_america,no,no,0,no
827,Antioquía,Antioquía,XXX,none,muisca,animism,2,4,1,unknown,bogota,colombia,south_america,no,no,0,no
828,Cartagena,Cartagena,XXX,none,guajiro,animism,3,3,2,unknown,coquivacoa,colombia,south_america,no,no,10,no
829,Magdalena,Magdalena,XXX,none,muisca,animism,1,1,1,unknown,coquivacoa,colombia,south_america,no,no,0,no
830,Maracaibo,Maracaibo,XXX,none,guajiro,animism,1,2,1,unknown,maracaibo,colombia,south_america,no,no,0,no
831,Caracas,Caracas,XXX,none,carib,animism,1,2,1,unknown,venezuela,colombia,south_america,no,no,0,no
832,Tunja,Tunja,MCA,MCA,muisca,inti,5,5,2,salt,bogota,colombia,south_america,yes,no,0,no
833,Graaff-Reinet,Graaff-Reinet,XXX,none,nguni,shamanism,2,2,1,unknown,cape_of_good_hope,south_africa,africa,no,no,0,no
834,Barinas,Barinas,XXX,none,guajiro,animism,1,1,1,unknown,eastern_llanos,colombia,south_america,no,no,0,no
835,Panama,Panama,XXX,none,muisca,animism,1,1,1,unknown,panama,colombia,south_america,no,no,10,no
836,Chorotega,Chorotega,XXX,none,muisca,animism,1,1,1,unknown,panama,colombia,south_america,no,no,0,no
837,Nicaragua,Nicaragua,XXX,none,miskito,animism,1,1,1,unknown,nicaragua,central_america,central_america,no,no,0,no
838,Mosquito,Mosquito,XXX,none,miskito,animism,1,1,1,unknown,nicaragua,central_america,central_america,no,no,0,no
839,Pipil,Pipil,XXX,none,aztek,mesoamerican_religion,1,1,1,unknown,honduras,central_america,central_america,no,no,0,no
840,Honduras,Honduras,XXX,none,highland_mayan,mesoamerican_religion,1,1,1,unknown,honduras,central_america,central_america,no,no,0,no
841,Guatemala,Guatemala,KIC,KIC,highland_mayan,mesoamerican_religion,3,3,1,cocoa,guatemala,central_america,central_america,yes,no,0,no
842,Petén,Petén,ITZ,ITZ,putun,mesoamerican_religion,2,2,1,cocoa,guatemala,central_america,central_america,yes,no,0,no
843,Belize,Belize,ITZ,ITZ,yucatec,mesoamerican_religion,4,4,1,sugar,guatemala,central_america,central_america,yes,no,0,no
844,Zapotec,Zaachila,ZAP,ZAP,zapotek,nahuatl,2,2,1,sugar,oaxaca,mexico,central_america,yes,no,0,no
845,Campeche,Campeche,XIU,XIU,yucatec,mesoamerican_religion,4,4,1,sugar,yucatan,central_america,central_america,yes,no,0,no
846,Sotuta,Sotuta,COC,COC,yucatec,mesoamerican_religion,4,4,1,fish,east_yucatan,central_america,central_america,yes,no,0,no
847,Mixtec,Totopec,MIX,MIX,mixtec,nahuatl,3,3,1,grain,oaxaca,mexico,central_america,yes,no,0,no
848,Tohancapan,Tohancapan,TOT,TOT,totonac,nahuatl,2,2,1,spices,eastern_mexico,mexico,central_america,yes,no,0,no
849,Tlapanec,Acapulco,TLA,TLA,tlapanec,nahuatl,4,4,1,gold,guerrero,mexico,central_america,yes,no,10,no
850,Tlaxcala,Tlaxcala,TLX,TLX,aztek,nahuatl,4,4,1,sugar,mexico,mexico,central_america,yes,no,0,yes
851,Zacatula,Tarasco,CLM,TAR,tecos,nahuatl,3,3,1,fish,michoacan,mexico,central_america,yes,no,0,no
852,Mexico,Tenochtitlan,AZT,AZT,aztek,nahuatl,7,7,2,gold,mexico,mexico,central_america,yes,no,0,yes
853,Huastec,Huastec,AZT,AZT,aztek,nahuatl,3,3,1,cotton,gran_chichimeca,mexico,central_america,yes,no,0,no
854,Sayultecas,Sayultecas,CLM,CLM,tecos,nahuatl,4,4,3,grain,jalisco,mexico,central_america,yes,no,0,no
855,Totorames,Huichol,XXX,none,chichimecan,nahuatl,2,1,1,unknown,sonora_y_sinaloa,mexico,central_america,no,no,0,no
856,Zacatecas,Zacatecas,XXX,none,chichimecan,nahuatl,1,1,1,unknown,gran_chichimeca,mexico,central_america,no,no,0,no
857,Guachichil,Guachichil,XXX,none,chichimecan,nahuatl,1,1,1,unknown,gran_chichimeca,mexico,central_america,no,no,0,no
858,Tamaulipas,Tamaulipas,XXX,none,chichimecan,nahuatl,1,1,1,unknown,rio_grande,mexico,central_america,no,no,0,no
859,Sinaloa,Sinaloa,XXX,none,piman,animism,1,1,1,unknown,sonora_y_sinaloa,mexico,central_america,no,no,0,no
860,Tepehuan,Tepehuan,XXX,none,navajo,animism,1,1,1,unknown,durango,mexico,central_america,no,no,0,no
861,Coahuila,Coahuila,XXX,none,navajo,animism,1,1,1,unknown,northeast_mexico,mexico,central_america,no,no,0,no
862,Yaqui,Yaqui,XXX,none,piman,animism,1,1,1,unknown,sonora_y_sinaloa,mexico,central_america,no,no,0,no
863,Suma,Suma,XXX,none,navajo,animism,1,1,1,unknown,durango,mexico,central_america,no,no,0,no
864,Concho,Concho,XXX,none,navajo,animism,1,1,1,unknown,durango,mexico,central_america,no,no,0,no
865,Cochimi,Cochimi,XXX,none,piman,animism,1,1,1,unknown,baja_california,california,north_america,no,no,0,no
866,Guaycura,Guaycura,XXX,none,piman,animism,1,1,1,unknown,baja_california,california,north_america,no,no,0,no
867,Cahuilla,Cahuila,XXX,none,piman,totemism,1,1,1,unknown,arizona,california,north_america,no,no,0,no
868,Chumash,Chumash,XXX,none,piman,totemism,2,2,1,unknown,california,california,north_america,no,no,0,no
869,Salinan,Salinan,XXX,none,piman,totemism,1,2,1,unknown,california,california,north_america,no,no,0,no
870,Yokuts,Yorkuts,XXX,none,chinook,totemism,1,1,1,unknown,central_valley,california,north_america,no,no,0,no
871,Pomo,Pomo,XXX,none,piman,totemism,1,1,1,unknown,california,california,north_america,no,no,0,no
872,Siuslaw,Siuslaw,XXX,none,chinook,totemism,2,2,1,unknown,oregon,cascadia,north_america,no,no,0,no
873,Chinook,Chinook,CNK,CNK,chinook,totemism,2,2,1,fur,columbia_river,cascadia,north_america,yes,no,10,no
874,Salish,Salish,SAL,SAL,salish,totemism,2,2,1,fur,salish_sea,cascadia,north_america,yes,no,0,no
875,Paiute,Canyon,NAH,NAH,navajo,totemism,1,1,1,salt,colorado_plateau,california,north_america,yes,no,0,no
876,Yavapai,Yavapai,XXX,none,piman,totemism,1,1,1,unknown,arizona,california,north_america,no,no,0,no
877,Pima,Pima,PIM,PIM,piman,totemism,1,1,1,salt,sonora_y_sinaloa,mexico,central_america,yes,no,0,no
878,Navajo,Navajo,NAH,NAH,navajo,totemism,1,2,1,salt,colorado_plateau,california,north_america,yes,no,0,no
879,Apache,Apache,APA,APA,apache,totemism,1,1,1,salt,arizona,california,north_america,yes,no,0,no
880,Pueblo,Ohkay Owingeh ,PUE,PUE,pueblo,totemism,2,2,1,salt,new_mexico,california,north_america,yes,no,10,no
881,Piro,Teypana,PUE,PUE,pueblo,totemism,2,2,1,unknown,new_mexico,california,north_america,yes,no,0,no
882,Mescalero,Mescalero,XXX,none,navajo,totemism,1,1,1,unknown,llano_estacado,mexico,central_america,no,no,0,no
883,Lipan,Lipan,XXX,none,navajo,totemism,1,1,1,unknown,coastal_prarie,mexico,central_america,no,no,0,no
884,Karankawa,Karankawa,XXX,none,caddo,totemism,1,1,1,unknown,texas,mexico,central_america,no,no,0,no
885,Teyas,Comanche,XXX,none,navajo,totemism,1,1,1,unknown,llano_estacado,mexico,central_america,no,no,0,no
886,Waco,Waco,WIC,WIC,wichita,totemism,1,1,1,grain,coastal_prarie,mexico,central_america,yes,no,0,no
887,Tonkawa,Tonkawa,XXX,none,caddo,totemism,1,1,1,unknown,texas,mexico,central_america,no,no,0,no
888,Atakapa,Atakapa,XXX,none,caddo,totemism,1,1,1,unknown,texas,mexico,central_america,no,no,0,no
889,Arapaho,Arapaho,XXX,none,wichita,totemism,1,1,1,unknown,high_plains,great_plains,north_america,no,no,0,no
890,Kiowa,Kiowa,XXX,none,pawnee,totemism,1,1,1,unknown,high_plains,great_plains,north_america,no,no,0,no
891,Naisha,Jicarilla,XXX,none,pawnee,totemism,1,1,1,unknown,lower_plains,great_plains,north_america,no,no,0,no
892,Wichita,Wichita,XXX,none,wichita,totemism,1,1,1,unknown,lower_plains,great_plains,north_america,no,no,0,no
893,Chitimacha,Chitimacha,XXX,none,choctaw,totemism,5,3,2,unknown,lower_louisiana,mississippi,north_america,no,no,10,no
894,Caddo,Caddo,CAD,CAD,caddo,totemism,1,1,1,cotton,mississippi_plain,mississippi,north_america,yes,no,0,no
895,Arkansas,Arkansas,XXX,none,osage,totemism,2,2,1,unknown,mississippi_plain,mississippi,north_america,no,no,0,no
896,Yscani,Ozark,XXX,none,wichita,totemism,1,1,1,unknown,lower_plains,great_plains,north_america,no,no,0,no
897,Quapaw,Quapaw,XXX,none,osage,totemism,1,1,1,unknown,mississippi_plain,mississippi,north_america,no,no,0,no
898,Kansas,Kansas,XXX,none,pawnee,totemism,1,1,1,unknown,central_plains,great_plains,north_america,no,no,0,no
899,Pahatsi,Pahatsi,OSA,OSA,osage,totemism,1,1,1,grain,ozarks,great_plains,north_america,yes,no,0,no
900,Tamaroa,Tamaroa,XXX,none,illini,totemism,2,2,1,unknown,upper_louisiana,mississippi,north_america,no,no,10,no
901,Pawnee,Pawnee,PAW,PAW,pawnee,totemism,2,1,1,grain,central_plains,great_plains,north_america,yes,no,0,no
902,Missouri,Missouri,XXX,none,chiwere,totemism,1,1,1,unknown,upper_louisiana,mississippi,north_america,no,no,0,no
903,Omaha,Omaha,XXX,none,pawnee,totemism,1,1,1,unknown,central_plains,great_plains,north_america,no,no,0,no
904,Wahpeton,Nakota,XXX,none,dakota,totemism,1,1,1,unknown,south_dakota,great_plains,north_america,no,no,0,no
905,Iowa,Iowa,XXX,none,chiwere,totemism,1,1,1,unknown,dakota,great_plains,north_america,no,no,0,no
906,Yanktonai,Lakota,XXX,none,dakota,totemism,1,1,1,unknown,dakota,great_plains,north_america,no,no,0,no
907,Yankton,Dakota,XXX,none,dakota,totemism,1,1,1,unknown,dakota,great_plains,north_america,no,no,0,no
908,Sisseton,Dakota,XXX,none,dakota,totemism,1,1,1,fur,south_dakota,great_plains,north_america,no,no,0,no
909,Mandan,Mandan,XXX,none,nakota,totemism,1,1,1,unknown,dakota,great_plains,north_america,no,no,0,no
910,Makoua,Makoua,CHY,CHY,cheyenne,totemism,1,1,1,fur,lake_superior,great_lakes,north_america,yes,no,0,no
911,Menominee,Menominee,XXX,none,anishinabe,totemism,1,2,1,unknown,lake_superior,great_lakes,north_america,no,no,0,no
912,Sauk,Sauk,XXX,none,anishinabe,totemism,1,1,1,unknown,wisconsin,great_lakes,north_america,no,no,0,no
913,Mesquakie,Fox,XXX,none,chiwere,totemism,2,2,2,unknown,wisconsin,great_lakes,north_america,no,no,0,no
914,Winnebago,Winnebago,XXX,none,chiwere,totemism,2,2,2,unknown,wisconsin,great_lakes,north_america,no,no,0,no
915,Illinois,Illinois,ILL,ILL,illini,totemism,1,1,1,grain,illinois_country,great_lakes,north_america,yes,no,0,no
916,Kaskaskia,Kaskaskia,XXX,none,illini,totemism,2,2,1,unknown,illinois_country,great_lakes,north_america,no,no,0,no
917,Cahokia,Cahokia,XXX,none,illini,totemism,2,2,2,unknown,illinois_country,great_lakes,north_america,no,no,0,no
918,Tennessee,Tennessee,CHI,CHI,chickasaw,totemism,2,2,1,grain,choctaw,mississippi,north_america,yes,no,0,no
919,Chickasaw,Chickasaw,CHI,CHI,chickasaw,totemism,2,2,1,grain,mississippi,mississippi,north_america,yes,no,0,no
920,Choctaw,Choctaw,CHO,CHO,choctaw,totemism,2,2,1,cotton,mississippi,mississippi,north_america,yes,no,0,no
921,Bayougoula,Bayougoula,XXX,none,choctaw,totemism,2,2,1,unknown,west_florida,mississippi,north_america,no,no,0,no
922,Mobile,Mobile,XXX,none,creek,totemism,2,2,1,unknown,west_florida,mississippi,north_america,no,no,0,no
923,Pensacola,Pensacola,XXX,none,creek,totemism,1,1,1,cotton,west_florida,mississippi,north_america,no,no,0,no
924,Alabama,Alabama,XXX,none,choctaw,totemism,1,1,2,unknown,alabama,mississippi,north_america,no,no,0,no
925,Tuskegee,Tuskegee,CRE,CRE,creek,totemism,2,2,2,cotton,alabama,mississippi,north_america,yes,no,0,no
926,Ais,Seminole,XXX,none,creek,totemism,1,1,1,unknown,florida,southeast_america,north_america,no,no,0,no
927,Timucua,Timucua,XXX,none,creek,totemism,1,1,1,unknown,north_florida,southeast_america,north_america,no,no,0,no
928,Apalachee,Apalachee,XXX,none,creek,totemism,2,1,1,cotton,north_florida,southeast_america,north_america,no,no,0,no
929,Guale,Guale,XXX,none,creek,totemism,2,2,2,cotton,american_georgia,southeast_america,north_america,no,no,0,no
930,Muskogee,Yamasee,CRE,CRE,creek,totemism,2,2,1,cotton,upper_american_georgia,southeast_america,north_america,yes,no,0,no
931,Coosa,Chiaha,CRE,CRE,creek,totemism,2,2,1,fur,upper_american_georgia,southeast_america,north_america,yes,no,0,no
932,Santee,Santee,XXX,none,catawba,totemism,2,2,2,unknown,south_carolina,southeast_america,north_america,no,no,10,no
933,Catawba,Catawba,XXX,none,catawba,totemism,2,2,1,tobacco,south_carolina,southeast_america,north_america,no,no,0,no
934,Yuchi,Shawnee,XXX,none,shawnee,totemism,1,1,1,grain,choctaw,mississippi,north_america,no,no,0,no
935,Cherokee,Cherokee,CHE,CHE,cherokee,totemism,2,2,1,naval_supplies,south_appalachia,mississippi,north_america,yes,no,0,no
936,Cheraw,Cheraw,CHE,CHE,cherokee,totemism,2,2,1,tobacco,south_appalachia,mississippi,north_america,yes,no,0,no
937,Tuscarora,Tuscarora,XXX,none,iroquois,totemism,1,2,2,unknown,piedmont_north_america,southeast_america,north_america,no,no,0,no
938,Pamlico,Pamlico,XXX,none,powhatan,totemism,2,2,1,unknown,carolinas,southeast_america,north_america,no,no,0,no
939,Kaskinampo,Pennyrile,XXX,none,chickasaw,totemism,2,2,1,grain,kentucky,mississippi,north_america,no,no,0,no
940,Kentucky,Kentucky,XXX,none,shawnee,totemism,1,2,2,fur,kentucky,mississippi,north_america,no,no,0,no
941,Chisca,Cumberland,XXX,none,shawnee,totemism,1,1,1,fur,kentucky,mississippi,north_america,no,no,0,no
942,Wea,Wea,XXX,none,illini,totemism,1,1,1,fur,miami_river,great_lakes,north_america,no,no,0,no
943,Miami,Miami,MMI,MMI,illini,totemism,1,1,1,fur,miami_river,great_lakes,north_america,yes,no,0,no
944,Potawatomi,Potawatomi,POT,POT,anishinabe,totemism,2,3,1,fur,michigan,great_lakes,north_america,yes,no,10,no
945,Michigan,Michigan,FOX,FOX,chiwere,totemism,1,2,1,fur,michigan,great_lakes,north_america,yes,no,0,no
946,Wyandot,Wyandot,XXX,none,huron,totemism,1,1,1,unknown,ohio_country,great_lakes,north_america,no,no,0,no
947,Erie,Erie,XXX,none,susquehannock,totemism,2,2,3,unknown,ohio_country,great_lakes,north_america,no,no,0,no
948,Ohio,Ohio,XXX,none,shawnee,totemism,1,1,1,fur,ohio_country,great_lakes,north_america,no,no,0,no
949,Monacan,Monacan,XXX,none,catawba,totemism,1,1,1,naval_supplies,great_valley,southeast_america,north_america,no,no,0,no
950,Chesapeake,Chesapeake,XXX,none,powhatan,totemism,5,3,2,unknown,chesapeake,southeast_america,north_america,no,no,10,no
951,Kanawha,Kanawha,XXX,none,shawnee,totemism,1,1,1,unknown,appalachia,mississippi,north_america,no,no,0,no
